"ano","mês","dia","mean(Direcao.Vento)","mean(Veloc.Vento)","mean(Precip.acumulada)","mean(Temp.Ar)","mean(Ponto.Orvalho)","max(Temp.minima)","max(Temp.maxima)","mean(Umidade.Ar)"
"332",2015,12,29,122.857142857143,5.42857142857143,0,28.3,22.5285714285714,26,33.9,71.1428571428571
"333",2015,12,30,72.5,6.175,0,28.5625,23.4625,25.5,31.7,74.75
"334",2015,12,31,115,6.8125,0,28.425,23.175,25.7,33.6,74.25
"335",2016,1,1,37.1428571428571,6.77142857142857,0,29.3714285714286,23.1142857142857,25.2,33.4,70.2857142857143
"336",2016,1,2,85,4.35,0,28.1125,22.7625,24.8,35.9,73.75
"337",2016,1,3,231.25,2.625,0.25,25.25,23.325,24.1,32.8,89.375
"338",2016,1,4,193.75,5.4,0,26.0625,21.725,24,28.2,78.5
"339",2016,1,5,197.5,4.825,1,25.5125,20.9375,21.1,29,76.25
"340",2016,1,6,170,3.925,0.375,25.1125,20.4625,21.7,29,76.625
"341",2016,1,7,155,3.5875,0,26.7625,22.0625,23,28.1,76.75
"342",2016,1,8,80,5.5,0,27.9571428571429,22.3571428571429,25,31.8,72.4285714285714
"343",2016,1,9,72.5,6.45,0,28.45,23.2,26,33.5,74
"344",2016,1,10,31.25,6.25,0,28.325,22.6625,25.3,32.3,72.625
"345",2016,1,11,30,6.3,0,28.775,23.625,25.8,32.8,74.625
"346",2016,1,12,86.6666666666667,4.28333333333333,0,28.2166666666667,23.8166666666667,26.8,33.4,77.5
"347",2016,1,13,102.5,5.55,0.25,29.025,23.2125,25.2,31,71.625
"348",2016,1,14,103.75,5.8,0,29.2,22.75,24.6,35.4,69.625
"349",2016,1,15,211.428571428571,6.02857142857143,0,30.2285714285714,23.4,27.6,35.2,68
"350",2016,1,16,84,3.28,0.4,27.7,24.3,25.4,34.6,82.6
"351",2016,1,17,178.75,3.2125,0.625,24.5875,22.3875,23.5,32.8,88.125
"352",2016,1,18,165,2.3625,7.875,22.8,21.925,21.9,28.6,94.75
"353",2016,1,19,165,2.725,0.25,25.1,23.05,22.9,24.5,88.75
"354",2016,1,20,176.25,2.05,9,24.625,22.925,23.5,29.2,90.375
"355",2016,1,21,203.333333333333,1.86666666666667,1,24.0666666666667,21.65,22.9,27.9,86.3333333333333
"356",2016,1,22,71.4285714285714,1.82857142857143,0.428571428571429,23.5571428571429,21.5142857142857,22.3,0,88.5714285714286
"357",2016,1,23,168.571428571429,3.17142857142857,3.57142857142857,24.2428571428571,22.7571428571429,22.8,25.9,91.8571428571429
"358",2016,1,24,191.25,3.0875,0.375,25.65,22.8625,22.7,27.5,84.875
"359",2016,1,25,137.5,2.875,2.625,26.225,24.475,24.3,28.7,90.25
"360",2016,1,26,26.25,6.6375,4,27.8875,24.8875,25.5,29.8,84.5
"361",2016,1,27,112.857142857143,6.25714285714286,0,27.9,23.7857142857143,25.7,32.8,78.5714285714286
"362",2016,1,28,27.5,5.65,0,27.5125,23.8125,25.5,31.9,80.375
"363",2016,1,29,70,4.5,0,27.525,23.7,25.3,30.8,80.125
"364",2016,1,30,143.75,3.9875,0,27.0375,22.875,22.7,30.8,79
"365",2016,1,31,153.75,4.2375,0,27.175,22.725,22.5,31.7,78.125
"366",2016,2,1,211.428571428571,3.57142857142857,0,27.8571428571429,23.1571428571429,23.9,0,77.1428571428571
"367",2016,2,2,88.3333333333333,4.46666666666667,0,28.9666666666667,23.3666666666667,25.3,32.2,73
"368",2016,2,3,91.25,4.175,0,28.15,23.4125,24.2,33.3,77
"369",2016,2,4,162.857142857143,3.65714285714286,0,27.9857142857143,23.1,23.9,32.3,76.4285714285714
"370",2016,2,5,176.25,3.65,0,27.4875,22.425,22.9,32.7,75.5
"371",2016,2,6,183.333333333333,4.36666666666667,0,28.4,23.1166666666667,23.6,31.5,74.3333333333333
"372",2016,2,7,115,4.9625,0,28.575,22.125,25.1,33.6,69.625
"373",2016,2,8,161.25,4.7,0,27.6,22.0375,23,34,72.875
"374",2016,2,9,152.5,4.5625,0,28.4125,22.4625,23.9,33.1,72
"375",2016,2,10,73.75,5.4625,0,28.8625,20.2875,24.4,33.5,61.875
"376",2016,2,11,146.25,3,0,27.825,21.925,22.8,35,71.875
"377",2016,2,12,143.75,2.8375,0.125,26.3,23.2375,25.5,33.6,83.5
"378",2016,2,13,242.5,2.2375,1.375,25.625,22.425,21.9,29,83.625
"379",2016,2,14,115,5.0875,0,28.6375,22.675,25.3,29.6,71.625
"380",2016,2,15,108.75,6.1125,0,29.1875,22.5625,25.9,33.9,68.875
"381",2016,2,16,41.25,5.9,0,29.15,22.975,26,35.2,69.875
"382",2016,2,17,33.75,6.55,0,28.775,22.4125,26.1,34,69.625
"383",2016,2,18,167.5,4.2375,0,28.3,21.1875,24.6,34.5,66.875
"384",2016,2,19,111.25,5.0875,0,28.7875,22.6625,25.4,33.4,71.125
"385",2016,2,20,70,5.225,0,28.675,22.475,25.5,33.8,70.625
"386",2016,2,21,45,5.05,0,28.25,23.1833333333333,0,33.6,75
"387",2016,2,22,80,4.575,0,28.475,23.2,25.4,32.1,74.375
"388",2016,2,23,205,2.75,0.375,27.7625,23.6375,23.8,32.9,79.75
"389",2016,2,24,132.857142857143,3.14285714285714,0,28.4571428571429,23.3714285714286,23.6,32.4,75.5714285714286
"390",2016,2,25,105,4.5625,0,29.4125,23.3,25.7,32.7,71.5
"391",2016,2,26,111.25,5.425,0,29.2625,23.1375,26.9,35.1,70.625
"392",2016,2,27,35,6.4875,0,29.575,23.1625,26.8,34.2,69.5
"393",2016,2,28,198.75,5.3,0,29.55,22.4125,26.2,34.1,67.125
"394",2016,2,29,77.5,4.625,0,29.2125,22.5625,25.8,35.7,68.75
"395",2016,3,1,151.25,3.925,0,26.1,22.775,24.5,34.6,82.125
"396",2016,3,2,128.75,3.6625,0,26.5,22.4625,23.4,27.2,78.875
"397",2016,3,3,152.5,4.625,0,28.125,22.9,24.3,30.7,74.5
"398",2016,3,4,72.5,5.9625,0,29.0125,22.6875,26.9,32.7,69.625
"399",2016,3,5,127.5,4.5,3.75,27.2125,22.8375,22.3,33.3,78.75
"400",2016,3,6,35,4.9,0,28.7625,23.75,26.1,33.4,75.25
"401",2016,3,7,157.5,3.85,0,27.6875,22.9125,23.7,32.9,76.25
"402",2016,3,8,142.5,2.9625,0,27.8125,23.475,23.9,32.1,78.375
"403",2016,3,9,152.5,2.625,0,27.7875,23.175,23.8,31.9,77.75
"404",2016,3,10,187.5,4.2875,0,27.9625,23.15,23.8,32.7,76.875
"405",2016,3,11,152.5,6.25,0,29.1,23.35,26.1,33,72
"406",2016,3,12,72.5,5.85,0,29.3625,22.95,26.1,34,70.125
"407",2016,3,13,110,4.375,0,27.225,23.525,24.5,35.3,80.375
"408",2016,3,14,132.5,2.8375,0.125,25.6375,23.5125,23.6,28.9,88.125
"409",2016,3,15,236.25,3.15,0.125,26.125,23.1625,22.6,29.1,84.5
"410",2016,3,16,217.5,2.875,1.75,26.125,23.7,23.1,30,87
"411",2016,3,17,241.25,2.8875,6.75,26.0375,23.525,23.4,28.8,86.75
"412",2016,3,18,200,2.5625,8.5,25.3625,23.275,22.9,29.8,88.625
"413",2016,3,19,210,2.9125,0.25,25.325,23.1625,23,29.6,88.125
"414",2016,3,20,167.5,2.7625,0,26.9125,23.6125,23.8,28.9,82.75
"415",2016,3,21,226.25,2.75,1,26.45,23.1375,23,30,82.75
"416",2016,3,22,148.75,3.1375,0,27.375,23.0375,23.1,29.6,78
"417",2016,3,23,148.75,3.6125,0,28.6625,23.3375,24.5,32.9,74.625
"418",2016,3,24,181.25,3.4,0,27.2125,23.5,25.7,34.6,80.375
"419",2016,3,25,108.75,3.075,0,27.4625,23.7375,24,28.8,80.75
"420",2016,3,26,106.25,4.2375,0,28.0625,23.9,24.4,31.5,78.875
"421",2016,3,27,108.75,4.4375,0,28.1625,22.9625,25.4,31.7,74.375
"422",2016,3,28,186.25,3.525,0,27.375,22.925,22.5,31.9,77.625
"423",2016,3,29,71.25,3.2625,0,27.85,23.25,23.6,32.2,76.875
"424",2016,3,30,161.25,3.125,0,27.675,23.3875,23.4,32.6,78.25
"425",2016,3,31,233.75,2.7,0,28,23.775,24.3,32,78.625
"426",2016,4,1,162.5,2.3125,0,27.7625,23.5,24.2,32.3,78.5
"427",2016,4,2,221.25,2.375,0,26.4875,23.6875,23.3,33.4,84.75
"428",2016,4,3,117.5,2.6375,0,27.8,23.8375,24.3,29,79.75
"429",2016,4,4,232.5,2.6125,0,28.3125,23.9,24.1,31.7,77.75
"430",2016,4,5,201.25,3.675,0.625,26.9125,23.45,24.7,32.1,81.5
"431",2016,4,6,207.5,2.225,0,26.1875,22.5625,22.7,29.9,81.75
"432",2016,4,7,205.714285714286,2.27142857142857,0,26.6142857142857,22.0285714285714,22.8,30.6,78.1428571428571
"433",2016,4,8,174.285714285714,2.88571428571429,0,27.9142857142857,22.3142857142857,22.6,31.8,73
"434",2016,4,9,291.666666666667,2.13333333333333,0,25.6666666666667,22.0666666666667,21.6,33,82
"435",2016,4,10,210,3.21428571428571,0,27.6714285714286,21.7714285714286,21.9,32.1,72.1428571428571
"436",2016,4,11,182.5,3.0125,0,26.9625,21.6,22,33.2,73.75
"437",2016,4,12,164.285714285714,2.41428571428571,0,27.2571428571429,22.7142857142857,22.7,32.2,76.8571428571429
"438",2016,4,13,185,2.375,0.375,27.2375,22.8125,23.5,30.5,77.875
"439",2016,4,14,274,2.78,0.8,26.58,22.84,22.4,31.8,81.2
"440",2016,4,15,85,3.91666666666667,0,28.2,22.6333333333333,21.4,32.4,73
"441",2016,4,16,143.75,2.8875,0,26.625,21.775,21.2,32.9,76.5
"442",2016,4,17,166.25,1.7125,0,26.7875,23.15,22.8,32.1,81.25
"443",2016,4,18,212.5,2.1125,0,27.0875,23.85,24.1,31,83.25
"444",2016,4,19,195,1.775,0,26.8375,23.45,23.9,30.8,82.375
"445",2016,4,20,232.5,3.075,0,26.9125,22.9625,23.7,30.2,80.125
"446",2016,4,21,101.25,2.8125,0.5,27.0625,23.4875,24.5,31,81.375
"447",2016,4,22,112.5,3.775,0,26.9375,22.325,22.3,30.6,76.625
"448",2016,4,23,120,4.575,0,27.2875,21.4875,23.6,31.8,71.875
"449",2016,4,24,153.75,3.975,0,25.9125,21.15,20.9,31.2,76.125
"450",2016,4,25,98.75,4.5125,0,27.15,21.075,23.1,31.1,70.5
"451",2016,4,26,150,5.7375,0,27.8625,21.4125,25.4,32.4,68.875
"452",2016,4,27,76.25,6.625,0,27.975,20.825,24.2,34,66.875
"453",2016,4,28,172.5,4.7,0,25.6125,20.05,24.4,33.6,71.5
"454",2016,4,29,226.25,4.75,0,23.0875,18.375,22.1,26.9,74.75
"455",2016,4,30,182.5,1.8,0,21.825,19.025,0,24.1,84.25
"456",2016,5,1,200,6.7,0,24.3,15.9,0,0,59
"457",2016,5,2,207.5,5.5375,0,23.2875,13.9625,20.3,25.2,56.25
"458",2016,5,3,191.666666666667,2.98333333333333,0,22.35,18.6333333333333,0,27.3,79.6666666666667
"459",2016,5,4,221.25,2.3125,0,24.7125,19.7,20.2,26.1,75.125
"460",2016,5,5,230,3.725,0,24.1875,19.5125,21.5,30.4,75.875
"461",2016,5,6,230,2.8125,0,24.0625,19.35,19.5,27.3,75.375
"462",2016,5,7,226.25,2.9375,0,25.425,20.6875,21.4,28,77.125
"463",2016,5,8,108.75,4.4375,0,26.425,21.1625,22.9,31.5,73.375
"464",2016,5,9,141.25,2.7,0,25.9875,20.7625,21.5,30.7,74.375
"465",2016,5,10,146.25,4.8375,0,26.9875,20.525,21.6,31.6,69.5
"466",2016,5,11,255,4.0625,0,26.2375,20.8125,23,32.9,72.25
"467",2016,5,12,192.5,3.1,0,25.55,21.3625,22.2,29.4,77.75
"468",2016,5,13,192.5,5.0875,3,24.3375,19.5125,22.3,28.2,74.875
"469",2016,5,14,197.5,4.7,0,23.8375,17.425,22.2,28,68
"470",2016,5,15,146.25,2.825,0,23.5625,17.4875,20.1,0,69.125
"471",2016,5,16,246.25,3.8,0,25.4375,18.8875,20.4,26.1,69.75
"472",2016,5,17,203.75,3.8625,0,25.4375,21.5125,22.6,33,79.25
"473",2016,5,18,206.25,3.4625,0,24.75,22.0375,22.9,29,84.875
"474",2016,5,19,202.5,4.725,0,24.75,21.175,22.5,27.2,80.25
"475",2016,5,20,191.25,3.8,0.5,24.5375,21.5,22.7,26.2,83.25
"476",2016,5,21,195,1.55,0.75,24.85,22.575,22.5,27.3,87.25
"477",2016,5,22,103.75,3.6125,0,26.4375,21.75,23.4,28,76.5
"478",2016,5,23,103.75,5.5,0,26.5375,21.6125,23.9,31.5,75.125
"479",2016,5,24,210,7.725,0,23.0375,15.975,21.6,33.3,65.125
"480",2016,5,25,207.5,5.7375,0,23.5,17.1875,21.4,27.2,67.875
"481",2016,5,26,227.5,3.35,0,22.325,16.45,17.2,25.5,70.5
"482",2016,5,27,248.75,2.6375,0,21.1625,16.3125,16.7,26,74.75
"483",2016,5,28,236.25,3.0125,0,21.3,17.5625,16.2,26.2,80
"484",2016,5,29,172.5,2.6875,0,22.6,19.3375,19.1,26,81.75
"485",2016,5,30,223.75,2.875,0,24.2125,19.975,18.4,25.5,79.375
"486",2016,5,31,93.75,2.125,0,24.6875,21,20.1,32.1,80.5
"487",2016,6,1,140,2.2375,0,24.3875,20.4,20.2,29.7,79.625
"488",2016,6,2,207.5,2.275,0,24.925,21.1375,21.5,31.7,80.375
"489",2016,6,3,147.5,3.075,0,25.0375,20.9125,23.1,29.8,77.875
"490",2016,6,4,213.75,2.3125,0,25.1125,22.5875,22.7,27.1,86.125
"491",2016,6,5,126.25,3.225,0,26.05,22.225,22.1,29.2,80.625
"492",2016,6,6,58.75,4.7625,0,26.775,22.9375,24.3,30.9,80.5
"493",2016,6,7,237.5,4.1,0,24.65,22.1375,23,33.5,86.125
"494",2016,6,8,200,4.9625,0,23.5125,19.3625,22.3,27.2,77.875
"495",2016,6,9,216.25,4.3125,0.75,20.65,17.3375,19.3,25.4,81.375
"496",2016,6,10,212.5,2.45,0,21.3375,15.25,19.8,21.2,68.375
"497",2016,6,11,225,3.85,0,21.025,15.8,20,24.2,72.875
"498",2016,6,12,230,3.5375,0.125,19.8375,13.2625,18.8,23.3,66.125
"499",2016,6,13,213.75,5.6625,0,20.0125,12.275,18.4,20.8,61.625
"500",2016,6,14,212.5,5.4,0,21.125,13.475,17.7,22.3,62
"501",2016,6,15,252.5,2.7625,0,18.975,14.325,13.4,25.1,76
"502",2016,6,16,247.5,2.7625,0,19.525,14.625,15,24.5,75.125
"503",2016,6,17,205,2.525,0,20.375,15.4375,14.8,25,75.75
"504",2016,6,18,215,2.375,0,20.4125,15.3625,13.5,26.5,75.875
"505",2016,6,19,137.5,2.175,0,20.1875,17.45,15.3,29,85.125
"506",2016,6,20,263.75,2.1625,0,21.7375,19.4125,18.7,24.4,87
"507",2016,6,21,221.25,3.7875,1.375,21.925,18.9,19.7,25.1,83.375
"508",2016,6,22,235,3.2125,3.25,20.4,18.9625,19.6,24.3,91.75
"509",2016,6,23,137.5,1.7125,1.125,21.7875,19.0125,17.7,21.6,85.875
"510",2016,6,24,143.75,3.8,0,21.925,19.1125,19.4,28.4,84.5
"511",2016,6,25,213.75,4.25,0.5,21.1125,18.5875,19.9,24.6,85.625
"512",2016,6,26,261.25,2.9125,1.375,20,17.8625,15.8,23.4,87.875
"513",2016,6,27,233.75,2,1.25,19.6875,18.725,18.5,23.2,94.125
"514",2016,6,28,201.25,2.1125,1.875,21.725,19.1375,19.5,22.3,86.125
"515",2016,6,29,226.25,1.4,0.125,20.425,18.9125,17.5,24.9,91.25
"516",2016,6,30,200,2.05714285714286,0.285714285714286,22.4285714285714,20.5571428571429,0,24.3,89.4285714285714
"517",2016,7,1,197.5,1.6625,0,22.9125,20.6875,19.8,25.4,88
"518",2016,7,2,192.5,1.7125,0,22.0625,19.85,19.4,26.8,87.875
"519",2016,7,3,162.5,1.775,0,22.3625,19.575,18.5,25.9,85.125
"520",2016,7,4,215,2.175,2.25,22.2375,19.7875,19.4,26.9,86.875
"521",2016,7,5,217.5,2.3,0.125,21.8625,18.925,17.9,26.2,85
"522",2016,7,6,195.714285714286,3.44285714285714,0.142857142857143,23.2857142857143,19.6857142857143,18.9,27.3,81.5714285714286
"523",2016,7,7,116.25,3.8625,0,23.85,19.4125,20.8,28.4,77
"524",2016,7,8,200,5.975,0,22.0375,16.5125,20.6,28.2,71.125
"525",2016,7,9,181.25,2.9625,0,21.45,14.9375,18.9,23.7,66.875
"526",2016,7,10,181.25,3.325,0,20.6,16.125,14.5,24.4,77.625
"527",2016,7,11,107.5,4.7625,0,22.9375,17.4,17.5,28.4,71.625
"528",2016,7,12,107.5,4.575,0,24.1625,16.35,19.6,28.7,63.125
"529",2016,7,13,101.25,3.2625,0,22.925,16.5875,16.2,30.2,69.125
"530",2016,7,14,172.5,3.025,0,21.875,18.3125,16.1,31.2,81.375
"531",2016,7,15,188.75,3.9125,0,24.95,19.375,20.5,28.2,73.125
"532",2016,7,16,30,4.9,0,25.35,19.65,19.1,32.4,73
"533",2016,7,17,186.25,5.675,0,23.2125,18.5875,21,33.1,75.25
"534",2016,7,18,210,4.0375,0,20.3125,15.8875,18.7,24.3,76
"535",2016,7,19,220,3.04285714285714,0,20.4857142857143,14.5714285714286,18.8,20.8,68.7142857142857
"536",2016,7,20,171.25,2.875,0,22.475,17.6375,19.6,23.4,74.875
"537",2016,7,21,172.5,4.3,0,22.3,17.9125,20.8,26.5,76.25
"538",2016,7,22,206.25,4.275,0.75,21.375,17.875,19.7,24.5,80.5
"539",2016,7,23,190,1.925,0.25,20,18.6,17.9,24,91.5
"540",2016,7,24,187.5,2.8125,0.625,21.675,19.2625,18.7,21.2,87
"541",2016,7,25,116.25,2.05,0.125,23.2,19.1625,17.7,25.9,80.125
"542",2016,7,26,181.25,3.0625,0,21.9,18.375,16.8,29.3,82.375
"543",2016,7,27,63.75,4.575,0,23.8625,17.6,18,27.4,69.75
"544",2016,7,28,180,5.4125,0,22.8625,17.675,22.3,30.8,72.375
"545",2016,7,29,216.25,3.4,0,21.6,17.5625,18.4,24.7,78
"546",2016,7,30,292.5,2.125,3.375,19.85,19.125,18.5,25.3,95.625
"547",2016,7,31,222.5,2.1125,4.75,20.575,17.8,18.8,20.5,85.5
"548",2016,8,1,231.25,2.425,0,8.2625,7.7875,15.2,24.3,47
"549",2016,8,2,245,2.4625,0,0,0,0,18.9,0
"550",2016,8,3,171.25,5.325,0,0,0,0,0,0
"551",2016,8,4,175,3.1375,2.375,0,0,0,0,0
"552",2016,8,5,222.5,2.1125,0,0,0,0,0,0
"553",2016,8,6,183.75,2.9,0,0,0,0,0,0
"554",2016,8,7,70,3.4,0,0,0,0,0,0
"555",2016,8,8,211.25,3.1375,0,0,0,0,0,0
"556",2016,8,9,150,4.4875,0,0,0,0,0,0
"557",2016,8,10,78.75,6.9375,0,0,0,0,0,0
"558",2016,8,11,197.5,5.325,0,0,0,0,0,0
"559",2016,8,12,177.5,4.05,0,0,0,0,0,0
"560",2016,8,13,191.25,3.4625,0,0,0,0,0,0
"561",2016,8,14,218.75,3.6,0,0,0,0,0,0
"562",2016,8,15,90,4.825,0,0,0,0,0,0
"563",2016,8,16,101.25,4.9,0,0,0,0,0,0
"564",2016,8,17,171.25,3.0875,0,0,0,0,0,0
"565",2016,8,18,107.5,4.7,0,0,0,0,0,0
"566",2016,8,19,145,3.4625,0,12.8,10.5375,0,0,38.125
"567",2016,8,20,151.25,5.7375,0,24.775,20.425,22.5,27.6,77.625
"568",2016,8,21,188.75,5.9875,0,26.825,20.225,23.9,30.5,68.25
"569",2016,8,22,226.25,7.2875,0,22.225,16.5375,21.1,33.5,70.125
"570",2016,8,23,205.714285714286,4.04285714285714,0,19.8571428571429,15.2285714285714,0,22,74.5714285714286
"571",2016,8,24,216.25,3.475,0,21.0125,15.3375,17.7,22.2,70.875
"572",2016,8,25,170,2.4625,0,20.625,14.1875,15.2,24.3,68.125
"573",2016,8,26,176.25,2.8375,0,21.3375,15.1375,15.1,24.8,70.375
"574",2016,8,27,215,3.15,0,20.9625,16.0875,15.3,26.9,75.75
"575",2016,8,28,113.75,4.55,0,22.975,18.15,17.9,27.6,75.375
"576",2016,8,29,145,5.4625,0,24.2875,18.6125,21.6,27.4,71
"577",2016,8,30,165.714285714286,5.08571428571429,0,24.0571428571429,18.8428571428571,21.4,28.5,73.4285714285714
"578",2016,8,31,25,6.2375,0.125,24.2625,20.7875,22.4,28.4,81
"579",2016,9,1,101.25,4.15,0.125,25.15,20.05,23.2,27.9,73.5
"580",2016,9,2,238.75,3.4625,0,23.925,19.5875,19.5,28.5,77.375
"581",2016,9,3,141.25,3.075,0.5,23.35,19.1625,20.1,28.8,78.375
"582",2016,9,4,192.5,3.275,0.625,22.3875,18.95,19.2,27.4,82.125
"583",2016,9,5,148.75,4.95,0,23.8125,18.925,20.5,28.1,75.25
"584",2016,9,6,138.333333333333,5.91666666666667,0,24.85,18.8666666666667,19.2,27.5,70.3333333333333
"585",2016,9,7,112.5,6.2375,0,24.9125,19.825,22.1,29.1,74.125
"586",2016,9,8,107.5,5.5875,0,25.2375,18.725,22.3,30.4,67.875
"587",2016,9,9,123.75,3.7125,0,24.5125,19.6125,20.3,29.7,74.875
"588",2016,9,10,85,3.0125,0,24.8125,19.8,21.7,29.3,74.5
"589",2016,9,11,142.5,3.0625,0,23.4125,18.9125,18.6,28.1,77.375
"590",2016,9,12,190,4.6875,0,23.9,18.9875,18.9,28.8,75.25
"591",2016,9,13,112.5,6.0625,0,25.025,19.375,22.7,29,71.625
"592",2016,9,14,188.75,6.8875,0,25.9125,18.025,23.3,29.4,63.25
"593",2016,9,15,63.75,7.7375,0,26.3,18.8625,23.7,32.6,64.875
"594",2016,9,16,172.5,3.7875,0.5,22.6625,19.2,20.7,32.2,81.125
"595",2016,9,17,173.75,3.0125,0,23.425,18.6125,19.7,23.9,74.875
"596",2016,9,18,113.75,6.175,0,25.675,20.325,22.9,28.6,73.25
"597",2016,9,19,100,4.94285714285714,0,25.8571428571429,19.1428571428571,22.8,31.3,67.4285714285714
"598",2016,9,20,95,3.2125,0,24.05,20.4375,23.3,31.9,80.125
"599",2016,9,21,216.25,4.95,1.75,21.325,16.7125,19.5,25.9,75.875
"600",2016,9,22,191.25,6.1625,0,22.1125,15.675,19.1,23.3,67.125
"601",2016,9,23,180,3.475,0,22.15,16.75,18.5,25.5,73
"602",2016,9,24,157.5,5.1625,0,24.2,17.525,20.4,25.7,66.75
"603",2016,9,25,70,3.6,0,24.425,20.1125,22.7,29.3,77.25
"604",2016,9,26,193.75,5.35,0.125,21.925,17.4375,19.7,27.2,76.125
"605",2016,9,27,190,4.1875,0,22.6875,17.3125,21.5,24.6,71.625
"606",2016,9,28,127.5,3.35,0,22.4875,17.5,20.1,24.3,73.75
"607",2016,9,29,71.25,4.8875,0,26.175,18.6,21.3,24.8,65.25
"608",2016,9,30,171.25,5.2,0,24.6625,19.4125,23.2,33.7,72.75
"609",2016,10,1,222.5,2.825,0,22.1125,18.625,21.6,27.5,80.625
"610",2016,10,2,221.25,2.575,4.875,20.125,18.275,18.7,23.7,89.125
"611",2016,10,3,206.25,2.325,0.5,20.5,17.5,18.3,21.5,83.5
"612",2016,10,4,140,3.15,0.625,21.1125,19.125,19.4,23.1,88.375
"613",2016,10,5,157.5,5.4,1.625,23.3125,19.1,21,23.2,77.625
"614",2016,10,6,207.5,2.575,0.375,20.8125,18.2,20,27.1,85
"615",2016,10,7,152.5,3.075,0,22.8,19.625,0,21.8,82.875
"616",2016,10,8,196.25,4.575,0,22.975,17.4875,19.6,26.2,71.75
"617",2016,10,9,205,2.7375,0,23.5125,19.075,17.9,26.6,78
"618",2016,10,10,192.857142857143,4.1,0.285714285714286,22.9857142857143,20.4857142857143,22.7,30,85.7142857142857
"619",2016,10,11,201.25,2.3,1,22.2125,18.8125,20.4,23.5,82
"620",2016,10,12,200,3.2125,0.25,22.5,19.2,20.3,24.1,82.25
"621",2016,10,13,146.25,4.25,0,24.2625,18.8375,21.3,25.6,72.375
"622",2016,10,14,27.5,5.2125,0,25.8875,21.4,23.2,27.6,76.75
"623",2016,10,15,72.5,6.25,0,26.425,21.375,23.3,29.9,74.5
"624",2016,10,16,24.2857142857143,5.9,0,25.7714285714286,21.2428571428571,23.5,31.2,76.4285714285714
"625",2016,10,17,156.25,6.0625,0,25.9125,20.45,22.9,29.5,72.375
"626",2016,10,18,98.75,10.425,0,24.625,20.8,24.1,0,85.75
"627",2016,10,19,24.2857142857143,6.31428571428571,0,26.3857142857143,20.9714285714286,23.5,31.9,72.8571428571429
"628",2016,10,20,115,6.7,0,26.9625,21.1625,24.3,31.7,70.875
"629",2016,10,21,77.5,6.3625,0,27.275,20.9625,24.2,33,69.375
"630",2016,10,22,172.857142857143,3.38571428571429,0,24.9142857142857,21.8714285714286,23.7,32.9,83.1428571428571
"631",2016,10,23,188.571428571429,4.97142857142857,0.142857142857143,24.0142857142857,20.9428571428571,23.3,25.7,83
"632",2016,10,24,187.5,2.875,0,24.8625,21.1,21.9,0,80.125
"633",2016,10,25,146.25,3.1,0,26.425,21.6625,23.8,29.4,76.125
"634",2016,10,26,110,4.71428571428571,0,26.9428571428571,21.8,0,0,74.1428571428571
"635",2016,10,27,108.75,6.75,0,27.4,21.025,23.9,30.4,69.75
"636",2016,10,28,130,5.425,0,26.825,20.775,0,0,70.75
"637",2016,10,29,217.5,4.875,10.25,20.775,17.8375,19.7,32.8,83.375
"638",2016,10,30,201.25,4.1125,0.375,21.4875,17.825,19.9,21.9,79.625
"639",2016,10,31,176.25,2.5125,0,22.7875,17.325,20.4,23.1,71.75
"640",2016,11,1,178.75,2.6375,0,23.5875,18.3625,20,25.8,72.875
"641",2016,11,2,57.1428571428571,3.22857142857143,1.57142857142857,23.8285714285714,21.3571428571429,22.2,26.2,86.1428571428571
"642",2016,11,3,26.25,5.8625,0.5,26.3125,22.15,23.4,27.4,78.75
"643",2016,11,4,86.25,4.825,0,25.9125,21.4875,23.4,30.6,77.25
"644",2016,11,5,106.25,3.35,0,25.6,20.2375,22,29,72.75
"645",2016,11,6,112.5,2.175,0,24.6,19.8125,20.8,28.5,75.875
"646",2016,11,7,165.714285714286,2.92857142857143,0.285714285714286,23.4714285714286,20.4428571428571,21.2,0,83.4285714285714
"647",2016,11,8,183.75,2.6875,0.5,23.55,20.7375,21.4,26.4,84.625
"648",2016,11,9,187.5,3.725,1,24.3375,20.45,21,27.7,80
"649",2016,11,10,192.5,4.625,0,26.325,21.575,24,28.7,75.875
"650",2016,11,11,118.75,5.8375,0,27.3125,22.0375,24.6,30.5,73.625
"651",2016,11,12,123.75,5.2125,0,27.2125,22.65,24.9,32.2,76.75
"652",2016,11,13,121.25,2.4625,1.375,24.75,22.5375,24.4,32.4,87.5
"653",2016,11,14,136.25,2.3125,5.625,22.6625,21.1625,21.7,26.1,91.25
"654",2016,11,15,27.5,5.9125,5.25,24.95,22.2125,21.9,23.7,85.375
"655",2016,11,16,120,6.62857142857143,0.285714285714286,26.2,22.9,24.1,30.4,82.5714285714286
"656",2016,11,17,28.3333333333333,4.38333333333333,0,26.8,23.3166666666667,0,31.9,81.8333333333333
"657",2016,11,18,156.666666666667,3.1,7.83333333333333,25.2333333333333,23.2166666666667,23.6,0,88.6666666666667
"658",2016,11,19,202.5,8.225,9,21.9625,15.725,19,27.5,68.875
"659",2016,11,20,198.75,5.425,0,21.6625,14,16,25.7,61.75
"660",2016,11,21,151.428571428571,3.95714285714286,0,22.8714285714286,17.3571428571429,17.3,0,72.1428571428571
"661",2016,11,22,93.75,3.7375,0,25.8625,20.225,22.5,27.4,71.75
